Customer_ID,Age,Gender,Occupation,Monthly_Income,City,Account_Balance,Credit_Score,Existing_Loan,Credit_Card,Investment,Insurance,Monthly_Transactions,Digital_Usage,Product_Count,Credit_Card_Score,Investment_Score,Insurance_Score,Loan_Score,Max_Opportunity_Score,Next_Best_Product,Opportunity_Level,Customer_Value
C0198,36,Female,Self-Employed,38262,Delhi,71749,622,No,Yes,No,Yes,38,Medium,2,0,50,25,50,50,Investment,Medium,Emerging
C0199,53,Female,Student,11445,Hyderabad,44570,633,No,No,No,No,5,Low,0,30,50,55,30,55,Insurance,Medium,Emerging
C0200,29,Female,Salaried,111972,Hyderabad,166587,709,Yes,Yes,Yes,Yes,38,Low,4,50,25,45,45,50,Credit Card,Medium,Medium Value
C0201,26,Female,Salaried,105485,Mumbai,469874,645,No,Yes,Yes,No,53,Medium,2,45,50,55,75,75,Loan,Medium,High Value
C0202,36,Female,Self-Employed,89722,Bangalore,323691,689,Yes,No,Yes,Yes,24,Low,3,55,70,70,25,70,Investment,Medium,Medium Value
C0203,49,Female,Salaried,119499,Delhi,288049,679,Yes,No,Yes,No,62,High,2,75,70,100,45,100,Insurance,High,Medium Value
C0204,23,Female,Salaried,80818,Hyderabad,343902,703,Yes,Yes,Yes,No,43,Medium,3,70,50,75,45,75,Insurance,Medium,Medium Value
C0205,40,Female,Self-Employed,41901,Hyderabad,60120,660,No,No,No,No,43,Medium,0,75,50,55,50,75,Credit Card,Medium,Emerging
C0206,56,Female,Salaried,147473,Pune,339126,747,Yes,Yes,Yes,Yes,45,High,4,70,70,70,70,70,Credit Card,Medium,High Value
C0207,39,Male,Business,58597,Pune,209080,665,No,Yes,No,No,42,Medium,1,45,75,80,75,80,Insurance,High,Medium Value
C0208,46,Female,Business,179631,Hyderabad,442144,694,Yes,Yes,No,Yes,75,High,3,45,100,70,45,100,Investment,High,High Value
C0209,23,Male,Salaried,93909,Mumbai,337610,647,No,No,No,No,15,Low,0,55,80,55,55,80,Investment,High,Medium Value
C0210,39,Female,Salaried,102391,Chennai,105703,638,No,Yes,No,No,5,Low,1,25,75,80,55,80,Insurance,High,Medium Value
C0211,40,Female,Self-Employed,174335,Chennai,248793,751,Yes,Yes,Yes,Yes,53,Medium,4,70,70,70,70,70,Credit Card,Medium,Medium Value
C0212,52,Female,Salaried,93293,Delhi,133712,768,Yes,Yes,Yes,No,39,Low,3,50,45,100,70,100,Insurance,High,Medium Value
C0213,27,Male,Salaried,142824,Hyderabad,239461,729,No,Yes,No,Yes,60,Medium,2,70,80,25,100,100,Loan,High,Medium Value
C0214,53,Male,Business,206877,Hyderabad,579928,798,No,Yes,No,No,76,High,1,70,100,80,100,100,Investment,High,High Value
C0215,60,Male,Business,61874,Hyderabad,240880,709,Yes,No,No,Yes,22,Low,2,80,75,70,25,80,Credit Card,High,Medium Value
C0216,59,Female,Salaried,123065,Mumbai,563931,691,Yes,No,Yes,No,44,Low,2,75,70,100,45,100,Insurance,High,High Value
C0217,38,Male,Self-Employed,121402,Pune,521612,743,No,No,Yes,No,61,High,1,100,70,80,100,100,Credit Card,High,High Value
C0218,60,Male,Salaried,44079,Hyderabad,83653,652,Yes,No,Yes,Yes,5,Low,3,55,20,45,0,55,Credit Card,Medium,Emerging
C0219,21,Male,Self-Employed,107779,Hyderabad,299541,685,No,Yes,No,No,44,Medium,1,45,80,55,75,80,Investment,High,Medium Value
C0220,31,Female,Self-Employed,130408,Bangalore,237774,704,No,No,Yes,No,36,Medium,1,80,70,80,75,80,Credit Card,High,Medium Value
C0221,48,Female,Business,190090,Mumbai,421629,735,Yes,Yes,Yes,Yes,57,Medium,4,70,70,70,70,70,Credit Card,Medium,High Value
C0222,45,Male,Salaried,79500,Delhi,241162,704,Yes,No,Yes,Yes,47,Low,3,100,70,70,45,100,Credit Card,High,Medium Value
C0223,43,Male,Student,22100,Hyderabad,72338,635,Yes,No,No,Yes,5,Low,2,30,50,45,0,50,Investment,Medium,Emerging
C0224,51,Male,Salaried,87021,Bangalore,170017,715,No,Yes,Yes,No,30,Low,2,50,45,80,75,80,Insurance,High,Medium Value
C0225,50,Female,Business,200872,Chennai,943491,771,Yes,Yes,No,No,104,Medium,2,70,100,100,70,100,Investment,High,High Value
C0226,55,Female,Salaried,93400,Delhi,294532,702,Yes,No,No,No,47,Medium,1,100,100,100,45,100,Credit Card,High,Medium Value
C0227,27,Male,Salaried,122446,Hyderabad,338998,764,No,No,No,No,39,Low,0,80,80,55,100,100,Loan,High,High Value
C0228,36,Female,Salaried,59437,Hyderabad,15026,713,Yes,No,No,No,16,Low,1,80,50,100,25,100,Insurance,High,Medium Value
C0229,46,Male,Self-Employed,55862,Bangalore,111062,704,Yes,No,No,Yes,5,Low,2,80,50,70,25,80,Credit Card,High,Medium Value
C0230,22,Female,Student,21669,Mumbai,91772,657,No,No,No,No,27,Low,0,30,30,30,30,30,No Immediate Opportunity,Low,Emerging
C0231,21,Male,Salaried,83772,Hyderabad,171067,697,No,No,No,No,46,Medium,0,75,55,55,75,75,Credit Card,Medium,Medium Value
C0232,32,Male,Salaried,45916,Chennai,104208,683,No,No,No,No,27,Low,0,55,50,55,30,55,Credit Card,Medium,Emerging
C0233,25,Male,Business,60878,Hyderabad,57714,675,No,No,No,No,34,Low,0,55,30,55,75,75,Loan,Medium,Medium Value
C0234,57,Female,Salaried,32985,Chennai,121449,650,No,Yes,No,No,5,Low,1,0,50,55,30,55,Insurance,Medium,Emerging
C0235,52,Female,Salaried,127905,Delhi,146547,636,Yes,No,No,No,24,Medium,1,55,75,100,25,100,Insurance,High,Medium Value
C0236,29,Male,Business,91235,Delhi,386914,712,Yes,Yes,Yes,Yes,42,Medium,4,70,50,45,45,70,Credit Card,Medium,Medium Value
C0237,55,Female,Business,68931,Pune,281233,710,No,No,Yes,No,39,Low,1,80,45,80,75,80,Credit Card,High,Medium Value
C0238,39,Female,Student,10336,Pune,49939,615,No,No,No,No,27,Medium,0,30,50,55,30,55,Insurance,Medium,Emerging
C0239,36,Male,Salaried,72933,Chennai,155013,699,No,No,No,Yes,24,Low,1,55,75,50,55,75,Investment,Medium,Medium Value
C0240,23,Male,Salaried,114899,Mumbai,484333,684,No,No,No,No,37,Low,0,55,80,55,75,80,Investment,High,High Value
C0241,40,Female,Business,95536,Hyderabad,288722,681,Yes,No,Yes,No,32,Medium,2,55,70,100,45,100,Insurance,High,Medium Value
C0242,44,Male,Self-Employed,104504,Hyderabad,244472,736,No,Yes,Yes,Yes,49,Medium,3,70,70,50,100,100,Loan,High,Medium Value
C0243,53,Male,Business,149214,Pune,502594,690,Yes,No,Yes,Yes,51,Low,3,75,70,70,45,75,Credit Card,Medium,High Value
C0244,44,Female,Business,232220,Chennai,262364,731,No,Yes,Yes,No,86,High,2,70,70,80,100,100,Loan,High,Medium Value
C0245,31,Male,Salaried,143936,Hyderabad,242232,771,No,Yes,Yes,No,66,High,2,70,70,80,100,100,Loan,High,Medium Value
C0246,28,Male,Self-Employed,51279,Hyderabad,222248,666,Yes,No,No,No,9,Low,1,55,55,75,25,75,Insurance,Medium,Medium Value
C0247,56,Male,Salaried,98665,Mumbai,195115,731,Yes,No,Yes,Yes,57,Medium,3,100,45,70,70,100,Credit Card,High,Medium Value
C0248,58,Female,Salaried,133751,Bangalore,448835,664,No,Yes,Yes,No,59,Low,2,45,70,80,75,80,Insurance,High,High Value
C0249,60,Male,Business,154433,Pune,387835,676,No,No,Yes,No,30,Low,1,55,70,80,75,80,Insurance,High,High Value
C0250,40,Male,Salaried,101386,Pune,468469,668,No,Yes,Yes,No,30,Medium,2,25,70,80,75,80,Insurance,High,High Value
C0251,55,Male,Salaried,116124,Bangalore,522114,688,Yes,No,Yes,No,13,Low,2,55,70,100,25,100,Insurance,High,High Value
C0252,45,Male,Self-Employed,140750,Hyderabad,627907,673,Yes,No,Yes,Yes,49,Medium,3,75,70,70,45,75,Credit Card,Medium,High Value
C0253,55,Male,Salaried,107485,Mumbai,206088,709,Yes,Yes,Yes,Yes,32,Low,4,50,70,70,45,70,Investment,Medium,Medium Value
C0254,45,Male,Business,124055,Mumbai,247600,720,No,No,Yes,No,59,Medium,1,100,70,80,100,100,Credit Card,High,Medium Value
C0255,49,Female,Salaried,121911,Pune,343717,679,Yes,No,No,Yes,32,Low,2,55,100,70,45,100,Investment,High,High Value
C0256,38,Male,Self-Employed,133618,Mumbai,104818,687,Yes,No,No,No,55,Medium,1,75,75,100,45,100,Insurance,High,Medium Value
C0257,38,Male,Salaried,107273,Delhi,122816,678,No,Yes,No,Yes,48,Low,2,45,75,50,75,75,Investment,Medium,Medium Value
C0258,22,Male,Salaried,96670,Bangalore,303214,658,No,Yes,Yes,Yes,40,Medium,3,45,50,25,75,75,Loan,Medium,Medium Value
C0259,55,Male,Student,20938,Hyderabad,53388,568,No,No,No,Yes,24,Low,1,30,50,25,30,50,Investment,Medium,Emerging
C0260,36,Male,Self-Employed,148892,Delhi,728032,717,Yes,Yes,No,No,86,High,2,70,100,100,45,100,Investment,High,High Value
C0261,56,Female,Salaried,121632,Bangalore,205844,692,No,No,Yes,Yes,47,Low,2,75,70,50,75,75,Credit Card,Medium,Medium Value
C0262,53,Male,Salaried,136651,Chennai,291902,703,Yes,No,Yes,No,57,Medium,2,100,70,100,45,100,Credit Card,High,Medium Value
C0263,24,Male,Self-Employed,106128,Pune,158803,667,Yes,Yes,No,Yes,26,Low,3,25,55,45,25,55,Investment,Medium,Medium Value
C0264,53,Male,Business,199180,Mumbai,926245,769,Yes,Yes,Yes,No,59,Low,3,70,70,100,70,100,Insurance,High,High Value
C0265,34,Female,Self-Employed,87495,Chennai,337748,761,No,Yes,Yes,Yes,48,Low,3,70,70,50,100,100,Loan,High,Medium Value
C0266,41,Female,Self-Employed,117806,Mumbai,501934,678,No,No,Yes,Yes,57,Medium,2,75,70,50,75,75,Credit Card,Medium,High Value
C0267,40,Female,Salaried,123185,Delhi,573225,748,Yes,Yes,No,No,30,Medium,2,50,100,100,70,100,Investment,High,High Value
C0268,28,Male,Salaried,106533,Hyderabad,336182,709,Yes,No,No,No,20,Low,1,80,80,75,25,80,Credit Card,High,High Value
C0269,27,Female,Business,237902,Hyderabad,670478,765,No,Yes,Yes,Yes,79,High,3,70,50,25,100,100,Loan,High,High Value
C0270,23,Male,Salaried,104640,Hyderabad,224476,687,No,No,Yes,No,37,Low,1,55,50,55,75,75,Loan,Medium,Medium Value
C0271,37,Male,Salaried,82509,Mumbai,228907,683,No,Yes,Yes,Yes,24,Low,3,25,70,50,55,70,Investment,Medium,Medium Value
C0272,53,Male,Self-Employed,84649,Chennai,274458,721,No,No,Yes,Yes,34,Low,2,80,70,50,100,100,Loan,High,Medium Value
C0273,32,Male,Business,215596,Hyderabad,578826,718,No,No,Yes,Yes,94,High,2,100,70,50,75,100,Credit Card,High,High Value
C0274,42,Female,Self-Employed,130402,Chennai,579811,702,No,No,Yes,Yes,55,Medium,2,100,70,50,75,100,Credit Card,High,High Value
C0275,42,Female,Business,80676,Mumbai,400837,722,Yes,Yes,Yes,Yes,38,Low,4,50,70,70,70,70,Investment,Medium,Medium Value
C0276,50,Male,Business,114093,Delhi,443415,731,Yes,Yes,No,Yes,6,Low,3,50,100,70,50,100,Investment,High,High Value
C0277,58,Female,Salaried,77764,Chennai,297062,650,Yes,No,Yes,No,5,Low,2,55,70,100,25,100,Insurance,High,Medium Value
C0278,58,Female,Salaried,80799,Delhi,311729,679,No,Yes,Yes,Yes,18,Medium,3,25,70,50,55,70,Investment,Medium,Medium Value
C0279,28,Female,Salaried,109414,Mumbai,217551,721,No,Yes,Yes,No,31,Low,2,50,50,55,100,100,Loan,High,Medium Value
C0280,47,Female,Salaried,135296,Mumbai,175033,732,No,Yes,No,Yes,63,Medium,2,70,75,50,100,100,Loan,High,Medium Value
C0281,47,Female,Self-Employed,128095,Pune,473226,738,Yes,No,Yes,Yes,34,Medium,3,80,70,70,70,80,Credit Card,High,High Value
C0282,54,Female,Salaried,142082,Mumbai,555243,727,Yes,Yes,Yes,Yes,63,High,4,70,70,70,70,70,Credit Card,Medium,High Value
C0283,41,Female,Salaried,102307,Mumbai,85357,712,Yes,No,Yes,No,26,Low,2,80,45,100,25,100,Insurance,High,Medium Value
C0284,50,Male,Salaried,112062,Bangalore,519044,711,Yes,No,Yes,Yes,24,Low,3,80,70,70,25,80,Credit Card,High,High Value
C0285,53,Male,Salaried,125432,Hyderabad,162164,755,No,Yes,No,No,29,Low,1,50,75,80,80,80,Insurance,High,Medium Value
C0286,48,Female,Salaried,61923,Pune,135804,663,No,No,Yes,Yes,57,Medium,2,75,20,50,75,75,Credit Card,Medium,Medium Value
C0287,53,Male,Salaried,147449,Pune,582865,720,Yes,No,Yes,No,43,Medium,2,100,70,100,70,100,Credit Card,High,High Value
C0288,25,Female,Salaried,131739,Pune,182518,680,Yes,No,No,No,59,High,1,75,55,75,45,75,Credit Card,Medium,Medium Value
C0289,39,Male,Salaried,134926,Bangalore,156680,676,No,Yes,No,Yes,27,Low,2,25,75,50,55,75,Investment,Medium,Medium Value
C0290,24,Male,Salaried,108388,Delhi,215287,708,Yes,Yes,Yes,Yes,61,High,4,70,50,45,45,70,Credit Card,Medium,Medium Value
C0291,55,Male,Self-Employed,82574,Mumbai,325504,664,No,No,Yes,Yes,36,Medium,2,55,70,50,75,75,Loan,Medium,Medium Value
C0292,37,Male,Salaried,73391,Hyderabad,177540,679,Yes,No,No,Yes,31,Low,2,55,75,70,45,75,Investment,Medium,Medium Value
C0293,48,Female,Salaried,83664,Chennai,272298,735,Yes,No,Yes,Yes,37,Medium,3,80,70,70,70,80,Credit Card,High,Medium Value
C0294,50,Female,Business,117384,Delhi,407797,750,Yes,Yes,Yes,No,51,Medium,3,70,70,100,70,100,Insurance,High,High Value
C0295,49,Female,Salaried,61027,Mumbai,71563,742,Yes,Yes,Yes,Yes,35,Low,4,50,20,70,70,70,Insurance,Medium,Medium Value
C0296,26,Female,Self-Employed,69485,Bangalore,360156,728,No,Yes,No,No,17,Medium,1,50,55,55,80,80,Loan,High,Medium Value
C0297,55,Male,Business,200528,Mumbai,223124,817,Yes,Yes,No,Yes,65,High,3,70,100,70,70,100,Investment,High,Medium Value
C0298,57,Male,Salaried,104795,Mumbai,509064,710,Yes,Yes,No,Yes,40,Medium,3,70,100,70,45,100,Investment,High,High Value
C0299,44,Female,Business,85554,Bangalore,305619,660,No,No,No,Yes,42,Medium,1,75,100,50,75,100,Investment,High,Medium Value
C0300,49,Male,Salaried,76922,Pune,373220,653,Yes,Yes,No,Yes,27,Low,3,25,100,70,25,100,Investment,High,Medium Value
C0301,51,Male,Business,63409,Pune,108673,718,Yes,No,No,No,35,Low,1,80,50,100,45,100,Insurance,High,Medium Value
C0302,55,Male,Salaried,99327,Hyderabad,281821,696,No,Yes,No,Yes,46,High,2,45,100,50,75,100,Investment,High,Medium Value
C0303,53,Male,Self-Employed,71639,Hyderabad,134531,684,No,No,Yes,Yes,23,Low,2,55,45,50,55,55,Credit Card,Medium,Medium Value
C0304,41,Female,Salaried,130110,Pune,145660,693,No,No,No,Yes,22,Medium,1,55,75,50,55,75,Investment,Medium,Medium Value
C0305,52,Female,Business,244699,Delhi,811205,754,Yes,Yes,Yes,Yes,84,High,4,70,70,70,70,70,Credit Card,Medium,High Value
C0306,43,Male,Business,69692,Chennai,127463,691,Yes,No,No,Yes,52,Medium,2,75,50,70,45,75,Credit Card,Medium,Medium Value
C0307,53,Female,Salaried,119037,Mumbai,389461,672,Yes,No,No,Yes,49,Low,2,75,100,70,45,100,Investment,High,High Value
C0308,23,Female,Salaried,108840,Chennai,125263,707,Yes,No,No,No,31,Medium,1,80,55,75,45,80,Credit Card,High,Medium Value
C0309,38,Male,Business,235272,Mumbai,551530,808,No,No,Yes,Yes,92,High,2,100,70,50,100,100,Credit Card,High,High Value
C0310,45,Female,Self-Employed,53074,Pune,201140,607,No,Yes,Yes,No,30,Low,2,25,45,80,75,80,Insurance,High,Medium Value
C0311,51,Female,Salaried,45549,Hyderabad,187030,621,No,No,No,No,7,Low,0,55,50,55,30,55,Credit Card,Medium,Medium Value
C0312,23,Male,Self-Employed,64963,Delhi,198795,697,Yes,No,No,Yes,42,Low,2,75,30,45,45,75,Credit Card,Medium,Medium Value
C0313,60,Male,Student,13303,Hyderabad,23497,692,No,No,No,No,12,Low,0,30,50,55,30,55,Insurance,Medium,Emerging
C0314,44,Male,Self-Employed,87265,Chennai,399177,673,No,No,Yes,Yes,16,Low,2,55,70,50,55,70,Investment,Medium,Medium Value
C0315,52,Male,Salaried,46061,Hyderabad,103265,607,No,No,No,No,30,Low,0,55,50,55,50,55,Credit Card,Medium,Emerging
C0316,42,Male,Business,239298,Pune,914155,807,Yes,No,Yes,Yes,83,High,3,100,70,70,70,100,Credit Card,High,High Value
C0317,43,Female,Salaried,58810,Delhi,292628,650,No,No,No,Yes,19,Low,1,55,75,50,55,75,Investment,Medium,Medium Value
C0318,22,Male,Student,25198,Chennai,87154,646,No,Yes,No,No,5,Low,1,0,30,30,30,30,No Immediate Opportunity,Low,Emerging
C0319,47,Male,Salaried,52800,Delhi,128678,680,No,No,No,Yes,29,Medium,1,55,50,50,55,55,Credit Card,Medium,Medium Value
C0320,22,Female,Salaried,146192,Mumbai,536437,698,Yes,Yes,Yes,No,52,Medium,3,45,50,75,45,75,Insurance,Medium,High Value
C0321,46,Female,Business,157228,Hyderabad,596654,697,No,Yes,Yes,No,69,Medium,2,45,70,80,75,80,Insurance,High,High Value
C0322,37,Male,Salaried,105476,Delhi,374975,672,Yes,No,Yes,Yes,31,Medium,3,55,70,70,45,70,Investment,Medium,High Value
C0323,60,Male,Student,13924,Bangalore,33232,707,No,No,Yes,Yes,5,Low,2,55,20,25,30,55,Credit Card,Medium,Emerging
C0324,53,Male,Student,19783,Hyderabad,32657,689,Yes,No,No,Yes,5,Low,2,30,50,45,0,50,Investment,Medium,Emerging
C0325,29,Female,Business,226469,Mumbai,954569,775,No,Yes,Yes,Yes,90,High,3,70,50,25,100,100,Loan,High,High Value
C0326,59,Male,Salaried,43233,Delhi,70708,600,No,No,No,Yes,6,Medium,1,55,50,25,30,55,Credit Card,Medium,Emerging
C0327,49,Male,Business,206140,Chennai,818611,765,Yes,No,Yes,Yes,74,High,3,100,70,70,70,100,Credit Card,High,High Value
C0328,46,Female,Salaried,95727,Mumbai,177296,708,Yes,No,Yes,No,28,Low,2,80,45,100,25,100,Insurance,High,Medium Value
C0329,55,Male,Salaried,120610,Bangalore,386702,667,Yes,No,Yes,Yes,51,Medium,3,75,70,70,45,75,Credit Card,Medium,High Value
C0330,45,Female,Self-Employed,105453,Delhi,136514,705,No,No,No,No,13,Low,0,80,75,80,55,80,Credit Card,High,Medium Value
C0331,44,Female,Salaried,134135,Pune,226913,743,No,No,Yes,No,54,Medium,1,100,70,80,100,100,Credit Card,High,Medium Value
C0332,33,Male,Salaried,55832,Hyderabad,274446,689,No,Yes,No,No,46,Medium,1,45,75,80,75,80,Insurance,High,Medium Value
C0333,27,Female,Student,20160,Chennai,64469,634,No,No,No,Yes,26,Low,1,30,30,0,30,30,No Immediate Opportunity,Low,Emerging
C0334,56,Male,Salaried,116242,Pune,371269,703,Yes,No,Yes,Yes,34,Low,3,80,70,70,45,80,Credit Card,High,High Value
C0335,40,Female,Salaried,43682,Delhi,133366,688,No,No,No,No,23,Low,0,55,50,55,30,55,Credit Card,Medium,Emerging
C0336,21,Female,Self-Employed,93160,Delhi,371306,693,No,Yes,No,No,39,Medium,1,25,80,55,75,80,Investment,High,Medium Value
C0337,28,Female,Salaried,123332,Mumbai,393721,744,No,Yes,Yes,No,68,High,2,70,50,55,100,100,Loan,High,High Value
C0338,36,Male,Self-Employed,58666,Delhi,171035,686,No,No,No,No,5,Low,0,55,50,80,55,80,Insurance,High,Medium Value
C0339,34,Female,Student,22391,Chennai,42737,678,No,No,No,Yes,25,Low,1,30,50,25,30,50,Investment,Medium,Emerging
C0340,32,Female,Self-Employed,76830,Pune,278480,708,Yes,Yes,Yes,Yes,24,Low,4,50,70,70,25,70,Investment,Medium,Medium Value
C0341,43,Male,Business,60234,Chennai,304756,643,No,No,No,Yes,11,Low,1,55,75,50,55,75,Investment,Medium,Medium Value
C0342,35,Female,Salaried,87616,Bangalore,457518,690,Yes,No,No,Yes,21,Medium,2,55,100,70,25,100,Investment,High,Medium Value
C0343,48,Male,Salaried,39221,Bangalore,57667,654,No,No,No,No,5,Low,0,30,50,55,30,55,Insurance,Medium,Emerging
C0344,54,Male,Self-Employed,177482,Hyderabad,680576,765,No,Yes,Yes,No,57,Medium,2,70,70,80,100,100,Loan,High,High Value
C0345,22,Male,Self-Employed,36051,Hyderabad,129001,676,No,No,No,No,5,Low,0,30,30,30,30,30,No Immediate Opportunity,Low,Emerging
C0346,52,Male,Business,160529,Bangalore,469149,719,No,Yes,Yes,No,62,Medium,2,70,70,80,75,80,Insurance,High,High Value
C0347,43,Male,Salaried,105301,Delhi,155746,659,Yes,No,Yes,Yes,48,Medium,3,75,45,70,45,75,Credit Card,Medium,Medium Value
C0348,42,Female,Salaried,106918,Chennai,279527,650,Yes,No,Yes,Yes,36,Low,3,55,70,70,45,70,Investment,Medium,Medium Value
C0349,45,Male,Salaried,108116,Bangalore,264198,708,No,Yes,Yes,No,63,Medium,2,70,70,80,75,80,Insurance,High,Medium Value
C0350,42,Female,Business,172226,Hyderabad,367556,709,Yes,No,Yes,Yes,56,Medium,3,100,70,70,45,100,Credit Card,High,High Value
C0351,42,Male,Salaried,86563,Bangalore,345010,708,No,No,Yes,Yes,27,Low,2,80,70,50,55,80,Credit Card,High,Medium Value
C0352,26,Female,Self-Employed,79757,Delhi,308187,635,No,No,Yes,Yes,22,Low,2,55,50,25,55,55,Credit Card,Medium,Medium Value
C0353,35,Female,Business,171008,Bangalore,603516,778,Yes,Yes,No,Yes,73,Medium,3,70,100,70,70,100,Investment,High,High Value
C0354,57,Male,Salaried,107475,Chennai,507219,718,Yes,No,No,Yes,50,Medium,2,100,100,70,45,100,Credit Card,High,High Value
C0355,53,Female,Business,232329,Pune,570948,764,No,No,Yes,No,94,High,1,100,70,80,100,100,Credit Card,High,High Value
C0356,28,Male,Salaried,125500,Delhi,244697,758,No,No,No,No,45,Medium,0,100,80,55,100,100,Credit Card,High,Medium Value
C0357,25,Female,Business,181379,Hyderabad,670042,764,Yes,No,No,No,47,Medium,1,100,80,75,70,100,Credit Card,High,High Value
C0358,59,Male,Business,106889,Chennai,186891,684,No,No,No,Yes,35,Medium,1,55,75,50,75,75,Investment,Medium,Medium Value
C0359,24,Female,Self-Employed,70944,Bangalore,171805,682,No,No,Yes,No,48,Low,1,75,25,55,75,75,Credit Card,Medium,Medium Value
C0360,26,Male,Self-Employed,134555,Bangalore,270005,653,No,No,Yes,No,65,Medium,1,75,50,55,75,75,Credit Card,Medium,Medium Value
C0361,52,Female,Salaried,68134,Pune,65647,710,Yes,No,No,No,29,Low,1,80,50,100,25,100,Insurance,High,Medium Value
C0362,50,Female,Salaried,57323,Hyderabad,269109,664,Yes,No,Yes,No,15,Low,2,55,45,100,25,100,Insurance,High,Medium Value
C0363,55,Male,Business,75954,Hyderabad,149957,623,No,No,No,No,28,Low,0,55,75,80,55,80,Insurance,High,Medium Value
C0364,60,Male,Salaried,85021,Mumbai,236494,652,No,Yes,No,Yes,26,Low,2,25,100,50,55,100,Investment,High,Medium Value
C0365,36,Male,Salaried,119959,Hyderabad,126543,731,Yes,Yes,No,No,62,Medium,2,70,75,100,70,100,Insurance,High,Medium Value
C0366,33,Male,Salaried,125927,Pune,484153,756,No,Yes,Yes,Yes,34,Low,3,50,70,50,100,100,Loan,High,High Value
C0367,50,Female,Business,54992,Mumbai,127612,673,No,No,No,Yes,34,Low,1,55,50,50,75,75,Loan,Medium,Medium Value
C0368,39,Male,Salaried,31961,Mumbai,134587,631,Yes,No,No,No,5,Low,1,30,50,75,0,75,Insurance,Medium,Emerging
C0369,37,Male,Business,62497,Bangalore,173397,633,No,Yes,No,Yes,43,Low,2,45,50,50,75,75,Loan,Medium,Medium Value
C0370,39,Male,Student,29247,Bangalore,64319,701,No,Yes,No,Yes,17,Medium,2,25,50,25,30,50,Investment,Medium,Emerging
C0371,48,Female,Salaried,62551,Hyderabad,246475,689,Yes,No,No,No,12,Low,1,55,75,100,25,100,Insurance,High,Medium Value
C0372,46,Male,Salaried,106384,Mumbai,162712,688,Yes,No,Yes,No,35,Medium,2,55,45,100,45,100,Insurance,High,Medium Value
C0373,57,Male,Salaried,85755,Bangalore,222177,670,No,Yes,Yes,Yes,42,High,3,45,70,50,75,75,Loan,Medium,Medium Value
C0374,46,Male,Self-Employed,48255,Pune,69105,689,No,No,Yes,No,10,Low,1,55,20,55,30,55,Credit Card,Medium,Emerging
C0375,43,Male,Salaried,34567,Bangalore,136755,681,Yes,No,No,Yes,13,Low,2,30,50,45,0,50,Investment,Medium,Emerging
C0376,29,Female,Salaried,78847,Delhi,122770,657,No,No,No,No,21,Low,0,55,55,55,55,55,Credit Card,Medium,Medium Value
C0377,32,Male,Salaried,134817,Delhi,523476,678,No,No,Yes,Yes,76,High,2,75,70,50,75,75,Credit Card,Medium,High Value
C0378,21,Male,Self-Employed,55389,Bangalore,68878,639,No,Yes,No,Yes,49,High,2,45,30,25,75,75,Loan,Medium,Medium Value
C0379,21,Female,Salaried,74523,Mumbai,218912,668,No,No,No,Yes,49,Medium,1,75,80,25,75,80,Investment,High,Medium Value
C0380,54,Female,Self-Employed,158802,Mumbai,429275,703,Yes,Yes,Yes,Yes,57,High,4,70,70,70,45,70,Credit Card,Medium,High Value
C0381,52,Male,Self-Employed,96576,Chennai,456552,741,Yes,Yes,Yes,No,30,Low,3,50,70,100,70,100,Insurance,High,Medium Value
C0382,45,Female,Salaried,73919,Delhi,190528,666,Yes,No,Yes,No,16,Low,2,55,45,100,25,100,Insurance,High,Medium Value
C0383,60,Female,Self-Employed,38358,Pune,87156,626,No,No,No,No,37,Medium,0,30,50,55,50,55,Insurance,Medium,Emerging
C0384,21,Male,Salaried,118535,Mumbai,285261,668,No,No,No,No,58,Medium,0,75,80,55,75,80,Investment,High,Medium Value
C0385,36,Female,Self-Employed,140982,Hyderabad,216595,710,No,Yes,Yes,Yes,67,High,3,70,70,50,75,75,Loan,Medium,Medium Value
C0386,59,Female,Business,55698,Delhi,102803,618,No,Yes,No,No,17,Low,1,25,50,80,55,80,Insurance,High,Medium Value
C0387,25,Male,Self-Employed,101809,Pune,330682,694,Yes,No,Yes,No,11,Low,2,55,50,75,25,75,Insurance,Medium,High Value
C0388,42,Male,Salaried,123079,Pune,158797,666,Yes,No,No,Yes,23,Low,2,55,75,70,25,75,Investment,Medium,Medium Value
C0389,49,Male,Salaried,85805,Mumbai,107907,722,Yes,No,Yes,Yes,33,Low,3,80,45,70,70,80,Credit Card,High,Medium Value
C0390,23,Female,Salaried,61349,Pune,234127,679,No,No,No,No,15,Low,0,55,55,55,55,55,Credit Card,Medium,Medium Value
C0391,32,Female,Salaried,106777,Mumbai,241930,762,Yes,Yes,Yes,No,30,Low,3,50,70,100,70,100,Insurance,High,Medium Value
C0392,46,Female,Salaried,80248,Bangalore,115169,678,No,No,No,No,35,Medium,0,55,75,80,75,80,Insurance,High,Medium Value
C0393,36,Male,Salaried,105033,Delhi,191825,603,Yes,No,Yes,Yes,54,Medium,3,75,45,70,45,75,Credit Card,Medium,Medium Value
C0394,57,Female,Salaried,137411,Chennai,491617,757,Yes,Yes,Yes,Yes,41,Low,4,70,70,70,70,70,Credit Card,Medium,High Value
C0395,42,Female,Salaried,128239,Bangalore,233967,724,No,Yes,Yes,No,28,Low,2,50,70,80,80,80,Insurance,High,Medium Value
